,country,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
30,Denmark,Hydropower,Electricity capacity (MW),,0.10000000000000009,0.0,0.0,0.0,0.0,-0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222222222222222,0.2857142857142858,0.0
31,Denmark,Wind,Electricity capacity (MW),,0.0451882845188285,0.15772618094475588,0.07780082987551862,0.002566570420275971,0.0006399999999999739,0.002558362647905321,-0.0035087719298245723,0.012483994878361049,0.1008536199810306,0.09190120620333131,0.03945291951604424,0.05339068825910931,0.15541676675474414,0.01600831600831598,0.03867403314917128,0.03349093774625689,0.05242089210827294
32,Denmark,Solar,Electricity capacity (MW),,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666667,0.3999999999999999,1.4285714285714284,22.647058823529413,0.4203980099502487,0.06304728546409799,0.28830313014827014,0.08823529411764697,0.06462984723854293
33,Estonia,Hydropower,Electricity capacity (MW),,0.0,0.5,0.33333333333333326,0.0,0.25,0.0,0.0,0.0,0.3999999999999999,-0.1428571428571429,-0.16666666666666663,0.6000000000000001,0.0,-0.375,0.19999999999999996,0.0,0.0
34,Estonia,Wind,Electricity capacity (MW),,,inf,2.0,1.3333333333333335,3.428571428571429,0.0,0.6129032258064515,0.54,0.35064935064935066,0.03846153846153855,0.6666666666666667,0.47777777777777786,-0.06766917293233088,0.1088709677419355,0.09090909090909083,0.03333333333333344,0.0
35,Estonia,Solar,Electricity capacity (MW),,,,,,,,,,inf,0.0,1.0,1.0,2.75,1.1999999999999997,0.9696969696969697,0.6923076923076923,0.0
39,Finland,Hydropower,Electricity capacity (MW),,0.01526717557251911,0.01298701298701288,0.0006747638326585204,0.011126095751854415,0.01200400133377788,0.008896210873146515,0.013063357282821597,0.006447453255963964,0.007367072389493856,0.0031796502384737746,0.012995245641838293,0.0,0.008760951188986343,0.007444168734491274,0.00030788177339902134,0.0,0.011080332409972193
40,Finland,Wind,Electricity capacity (MW),,0.026315789473684292,0.10256410256410264,0.20930232558139528,0.5769230769230769,0.0,0.04878048780487809,0.2790697674418605,0.30000000000000004,0.027972027972027913,0.34013605442176864,0.010152284263959421,0.29145728643216073,0.7392996108949417,0.40268456375838935,0.6028708133971292,0.5572139303482586,0.2747603833865815
41,Finland,Solar,Electricity capacity (MW),,0.5,0.0,0.0,0.33333333333333326,0.0,0.25,0.0,0.19999999999999996,0.0,0.16666666666666674,0.0,0.1428571428571428,0.125,0.22222222222222232,0.36363636363636354,1.3333333333333335,0.4285714285714286
42,France,Hydropower,Electricity capacity (MW),,0.0009938777132860732,0.003931847968545288,-0.0018988844054118603,-0.004478795085215981,0.0005175777361945411,0.0004775169120572187,0.0005170630816959676,-0.001391373484396774,0.00350318471337574,0.008608378292605412,-0.0020845624385447126,0.0007094434810026584,-0.00035447026388346625,-0.002600370355777981,-0.0006320363420896369,0.008616941381082155,9.79738997530788e-05
43,France,Wind,Electricity capacity (MW),,0.736842105263158,1.0909090909090908,0.5797101449275361,0.6422018348623852,0.9273743016759777,1.046376811594203,0.5743626062322946,0.5308142150247412,0.3464590067587423,0.2902662592754255,0.1297361299052775,0.12546788441383439,0.09112677930025281,0.10558400390148748,0.12670930745478604,0.12234511108936097,0.1435423388854975
44,France,Solar,Electricity capacity (MW),,0.0,0.1428571428571428,0.125,0.22222222222222232,0.18181818181818188,0.15384615384615374,0.7333333333333334,2.076923076923077,2.4625,2.7689530685920576,1.6695402298850577,0.4395407247936849,0.22856430707876374,0.1501318725907892,0.19156817780913737,0.08364174685418213,0.11953551912568305
48,Germany,Hydropower,Electricity capacity (MW),,-0.009699525566684186,0.020866602789311184,-0.010011471477734957,0.08637943748024868,0.05284592262193355,-0.0014735678762203275,-0.0008301051466519382,-0.0025846949136896225,0.04007403979639057,-0.0017796760989500227,0.01943305402032447,-0.01565232598810773,-0.0015101714488762186,-0.000533807829181443,0.014687555634680383,-0.008684972365996968,0.0006194690265486358
49,Germany,Wind,Electricity capacity (MW),,0.436259228876128,0.370916152615947,0.19831680693275566,0.1417147625338988,0.11139533467324436,0.12198597106532216,0.08019927713197217,0.03065653825284853,0.1288935684829342,0.04550753925073847,0.06724157157194366,0.07895653385344104,0.08063526905322971,0.1534486363772143,0.15450354793598176,0.11242709735307321,0.12671398612679474
50,Germany,Solar,Electricity capacity (MW),,0.7105263157894737,0.33333333333333326,0.6730769230769231,1.5402298850574714,0.860633484162896,0.4100194552529184,0.4384270438082096,0.4676258992805755,0.7266339869281047,0.7040787356865714,0.4392736158160715,0.3148512559323995,0.0772955365789243,0.03238811255481999,0.035488126649076523,0.03748248184482095,0.041261420571765406
51,Greece,Hydropower,Electricity capacity (MW),,0.0013020833333332593,0.0006501950585175997,0.00032488628979865375,0.006495615459564785,0.0022587931590836163,0.009014810045073984,0.0051052967453733,0.00825396825396818,0.007871536523929468,0.0043736332396127064,0.002799377916018697,0.003722084367245637,0.0006180469715697523,0.04663372452130954,0.0008852168781352532,0.0,0.000589622641509413
52,Greece,Wind,Electricity capacity (MW),,0.19469026548672574,0.06296296296296289,0.29268292682926833,0.2668463611859839,0.044680851063829685,0.525458248472505,0.1295060080106809,0.20803782505910173,0.14579256360078285,0.10845431255337323,0.26348228043143296,0.0689024390243902,0.03194523673702232,0.09342177998894408,0.057128412537917006,0.13342898134863712,0.11898734177215187
53,Greece,Solar,Electricity capacity (MW),,inf,0.0,0.0,0.0,0.0,4.0,0.8,0.33333333333333326,2.8333333333333335,3.391304347826087,2.0297029702970297,1.5098039215686274,0.6790364583333333,0.006591702210158923,0.0030816640986133237,0.0,0.0
54,Hungary,Hydropower,Electricity capacity (MW),,0.0,0.0,0.125,-0.09259259259259256,0.0,0.0,0.0,0.04081632653061229,0.03921568627450989,0.0,0.037735849056603765,0.018181818181818077,0.017857142857142794,0.0,0.0,0.0,0.0
55,Hungary,Wind,Electricity capacity (MW),,inf,0.0,2.0,0.0,4.666666666666667,0.9411764705882353,0.8484848484848484,1.19672131147541,0.5149253731343284,0.4433497536945812,0.12969283276450505,-0.01812688821752262,0.012307692307692353,0.0,0.0,0.0,0.0
56,Hungary,Solar,Electricity capacity (MW),,,,,,,,,inf,0.0,1.0,1.0,2.0,1.9166666666666665,1.2000000000000002,1.1818181818181817,0.30952380952380953,0.36363636363636354
57,Iceland,Hydropower,Electricity capacity (MW),,0.04229323308270683,0.041478809738503264,0.0,0.006926406926407003,0.0,0.0,0.5116079105760962,0.06882821387940852,-0.002128791910590788,0.004266666666666641,0.0005310674455656361,-0.0037154989384289294,0.057005860415556775,0.0,0.0015120967741935054,0.0,0.0
58,Iceland,Wind,Electricity capacity (MW),,,,,,,,,,,,,,inf,0.5,0.0,0.0,0.0
59,Iceland,Solar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,
60,Ireland,Hydropower,Electricity capacity (MW),,0.0037878787878788955,0.0037735849056603765,0.0,0.0,-0.011278195488721776,0.0,0.0,0.0,0.0,0.005703422053231932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Ireland,Wind,Electricity capacity (MW),,0.05882352941176472,0.09523809523809534,0.5507246376811594,0.5981308411214954,0.5116959064327486,0.44874274661508706,0.30841121495327095,0.05102040816326525,0.22912621359223295,0.08530805687203791,0.1870451237263464,0.0815450643776825,0.10034013605442182,0.13910355486862436,0.10357304387155142,0.1586065573770492,0.15068977714892107
62,Ireland,Solar,Electricity capacity (MW),,,,,,,,,,inf,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6666666666666667
63,Italy,Hydropower,Electricity capacity (MW),,0.004325174481470517,0.00391504355485961,0.0071170907672808426,0.004065827686350332,0.012003470883146905,0.0037631591482876203,0.002135535307516978,0.00752947861912201,0.004465125023500605,0.0069720649478264285,0.010083643122676511,0.006578644707181391,0.005895795246800839,0.004043800263528574,0.005520861616435946,0.003510351035103554,0.00668221365144861
64,Italy,Wind,Electricity capacity (MW),,0.8292011019283747,0.17469879518072284,0.12051282051282053,0.2894736842105263,0.45075421472936994,0.16330275229357794,0.42060988433228186,0.30458919319022937,0.384113475177305,0.1875384300061489,0.19399378667587164,0.17114773055796473,0.05430757837570965,0.01650667291032537,0.05228607624093051,0.027032942979096086,0.026854219948849067
65,Italy,Solar,Electricity capacity (MW),,0.05263157894736836,0.10000000000000009,0.18181818181818188,0.1923076923076923,0.09677419354838701,0.32352941176470584,1.4444444444444446,3.3909090909090907,1.616977225672878,1.8454905063291136,2.6521533628047935,0.27817322259186805,0.08340828007647527,0.022539733151549557,0.01650528760598058,0.02020405033029915,0.021203684982710413
66,Kosovo,Hydropower,Electricity capacity (MW),,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.050000000000000044,0.023809523809523725,0.0,0.0,0.0,0.0,1.0,0.023255813953488413
67,Kosovo,Wind,Electricity capacity (MW),,,,,,,,,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Kosovo,Solar,Electricity capacity (MW),,,,,,,,,,,,,,,,inf,69.0,0.0
69,Latvia,Hydropower,Electricity capacity (MW),,0.006609385327164485,0.003939592908732692,0.005232177894048506,-0.0006506180871828082,0.0,0.0,0.0,0.0,0.0,0.02604166666666674,0.0,0.0,0.008248730964466988,0.0006293266205159576,-0.0006289308176100628,-0.015103838892385202,0.0
70,Latvia,Wind,Electricity capacity (MW),,0.0,10.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.07692307692307687,0.03571428571428581,0.034482758620689724,0.19999999999999996,0.6388888888888888,0.13559322033898313,0.029850746268656803,0.0,0.01449275362318847,0.10000000000000009
71,Latvia,Solar,Electricity capacity (MW),,,,,,,,,,,,inf,0.0,0.0,0.0,0.0,2.4999999999999996,0.0
72,Lithuania,Hydropower,Electricity capacity (MW),,0.0,0.0,0.006952491309385911,0.0011507479861909697,0.008045977011494232,0.0,-0.0022805017103763037,0.0,0.0011428571428571122,0.0,0.0,0.0,0.0,0.0011415525114155667,0.0,0.0,0.0
73,Lithuania,Wind,Electricity capacity (MW),,,,,inf,0.0,30.0,0.5161290322580645,0.14893617021276606,0.8148148148148149,0.3571428571428572,0.518796992481203,0.3613861386138615,0.014545454545454639,0.032258064516129004,0.5138888888888888,0.1674311926605505,0.0
74,Lithuania,Solar,Electricity capacity (MW),,,,,,,,,inf,0.0,0.0,1.9999999999999996,22.333333333333336,8.714285714285714,0.014705882352941124,0.0,0.01449275362318847,0.17142857142857149
75,Luxembourg,Hydropower,Electricity capacity (MW),,0.0008826125330980705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1728395061728396,0.0,0.0,0.0
76,Luxembourg,Wind,Electricity capacity (MW),,0.0,0.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.22857142857142865,0.0,0.023255813953488413,0.022727272727272707,0.288888888888889,0.0,0.0,0.10344827586206895,0.875,0.0
77,Luxembourg,Solar,Electricity capacity (MW),,,inf,6.0,0.7142857142857142,0.0,0.0,0.0,0.04166666666666674,0.040000000000000036,0.11538461538461542,0.4137931034482758,0.8292682926829269,0.2666666666666666,0.1578947368421053,0.05454545454545445,0.051724137931034475,0.0
78,Malta,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,
79,Malta,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,inf,0.0,0.0
80,Malta,Solar,Electricity capacity (MW),,,,,,inf,0.0,0.0,1.0,3.5,0.11111111111111116,4.0,2.2,0.75,0.9642857142857142,0.34545454545454546,0.2567567567567568,0.18279569892473124
84,Montenegro,Hydropower,Electricity capacity (MW),,,,,,inf,0.0,0.0,0.0,0.0,0.0,-0.026627218934911268,0.0,-0.010638297872340385,0.0,0.0,0.0,0.016897081413210335
85,Montenegro,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,,,inf
86,Montenegro,Solar,Electricity capacity (MW),,,,,,,inf,6.695652173913043,1.2598870056497176,0.0,0.4999999999999998,0.3333333333333335,0.125,0.22222222222222232,0.909090909090909,0.2857142857142858,0.14814814814814814,0.09677419354838701
87,Netherlands,Hydropower,Electricity capacity (MW),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Netherlands,Wind,Electricity capacity (MW),,0.08501118568232657,0.3855670103092783,0.34672619047619047,0.18784530386740328,0.13860465116279075,0.27287581699346397,0.12195121951219523,0.22940503432494275,0.03396928804094923,0.006750675067506817,0.035315154224407674,0.050518134715025864,0.11508425811755041,0.05602653888684106,0.18359511343804535,0.2553818932468299,0.0030537937514680813
89,Netherlands,Solar,Electricity capacity (MW),,0.6153846153846154,0.23809523809523814,0.7692307692307692,0.08695652173913038,0.020000000000000018,0.03921568627450989,0.018867924528301883,0.09259259259259256,0.1694915254237288,0.30434782608695654,0.6555555555555554,1.476510067114094,1.0216802168021681,0.4048257372654156,0.44561068702290085,0.35247524752475257,0.264031234748658
90,Norway,Hydropower,Electricity capacity (MW),,-0.015892768257128598,0.008454062646771954,0.002722745674058613,0.0014648611954697355,0.018515875847306518,0.006164839398928201,0.008076588337684987,0.015747487654107717,0.004283820079556744,0.005213446629879215,0.009295120061967532,0.01801861923988124,0.01717525975941525,0.0066703186930041625,0.004225352112676051,0.014726507713884951,0.003549663881384779
91,Norway,Wind,Electricity capacity (MW),,0.0,6.461538461538462,0.0,0.5670103092783505,0.743421052631579,0.07169811320754715,0.22535211267605626,0.13505747126436773,0.07088607594936702,0.004728132387706863,0.20470588235294107,0.376953125,0.1602836879432623,0.055012224938875365,0.004634994206257348,0.018454440599769306,0.3669309173272932
92,Norway,Solar,Electricity capacity (MW),,0.0,0.0,0.16666666666666674,0.0,0.0,0.1428571428571428,0.0,0.03750000000000009,0.04819277108433728,0.04597701149425282,0.04395604395604402,0.05263157894736836,0.10000000000000009,0.18181818181818188,0.15384615384615374,0.78,0.5805243445692885
93,Poland,Hydropower,Electricity capacity (MW),,0.02336234539624371,-0.012085944494180878,0.029904848210240198,0.003959524857017227,0.017090271691498682,0.004308487720809939,-0.0012870012870013214,0.0030068728522336663,0.0012847965738758127,0.0017108639863130382,0.0017079419299743659,0.002131287297527651,0.0017014036580178526,0.003821656050955413,0.002538071065989911,0.006751054852320637,-0.0018860016764459253
94,Poland,Wind,Electricity capacity (MW),,3.75,0.6842105263157894,0.09375,0.1428571428571428,2.025,0.42148760330578505,0.7790697674418605,0.7189542483660132,0.3479087452471483,0.5627644569816643,0.6245487364620939,0.4244444444444444,0.33736349453978165,0.1186934966462525,0.2737226277372262,0.17621776504297992,0.008839394466678252
95,Poland,Solar,Electricity capacity (MW),,,,,,,,,,,,inf,0.0,1.0,12.5,3.0,0.7314814814814814,0.4347593582887701
96,Portugal,Hydropower,Electricity capacity (MW),,0.005512679162072764,0.005043859649122906,0.0,0.05411302640192006,0.0385013454771268,0.007175602949970106,0.0015832178903620875,-0.0005927682276229973,0.006524317912218303,0.0029463759575720783,0.08401880141010576,0.03197831978319776,-0.008928571428571397,0.009538950715421324,0.07926509186351716,0.12840466926070038,0.03750000000000009
97,Portugal,Wind,Electricity capacity (MW),,0.5060240963855422,0.52,0.41052631578947363,1.0634328358208953,0.9240506329113924,0.5798872180451127,0.30933967876264123,0.2980463425715585,0.1641582079103956,0.1413108839446784,0.12118018967334043,0.03665413533834583,0.044877606527651936,0.05336225596529287,0.016680395387149938,0.037674701235568264,0.0
98,Portugal,Solar,Electricity capacity (MW),,0.0,0.0,1.0,0.0,0.0,0.5,7.0,1.4583333333333335,0.9491525423728813,0.16521739130434776,0.28358208955223874,0.38372093023255816,0.24369747899159666,0.402027027027027,0.0771084337349397,0.033557046979865834,0.030303030303030276
99,Romania,Hydropower,Electricity capacity (MW),,0.00032679738562091387,0.019601437438745428,0.000961230374879829,0.004801536491677361,0.0017521503663586735,-0.0011130545396724756,0.0078000636739892215,0.004896540830832352,0.013832128261553,0.0037209302325580396,0.0013901760889711845,0.01002622242788842,0.009468540012217419,0.00045385779122542047,0.017692424013307173,0.0005943536404160454,0.0029700029700030495
100,Romania,Wind,Electricity capacity (MW),,,,,,inf,0.0,2.0,0.6666666666666667,2.0,24.933333333333334,1.5398457583547556,0.8441295546558705,0.521953896816685,0.1698521456905877,-0.03514180024660918,-0.033546325878594296,0.0016528925619834212
101,Romania,Solar,Electricity capacity (MW),,,,,,,,,inf,0.0,0.0,9.0,40.0,17.5609756097561,0.6990801576872536,0.025522041763341052,0.03469079939668185,0.004373177842565523
102,Serbia,Hydropower,Electricity capacity (MW),,0.0,0.0,0.0,0.0,0.0,-0.02393405147033356,0.0,0.0,0.004187366926898584,0.0006007491695525502,0.0063217375949142784,0.010493437214852186,0.01795575313444231,0.029341521664960846,0.0016572754391779299,0.002647253474520106,0.029372937293729473
103,Serbia,Wind,Electricity capacity (MW),,,,,,,,,,,,,inf,0.0,0.0,19.0,0.7,0.47058823529411775
104,Serbia,Solar,Electricity capacity (MW),,,,,,inf,1.0,1.0,1.25,0.33333333333333326,0.08333333333333348,0.15384615384615374,1.0666666666666669,0.5161290322580645,0.2765957446808509,0.5,0.22222222222222232,0.09090909090909083
105,Slovakia,Hydropower,Electricity capacity (MW),,0.033884297520661244,0.0011990407673860837,0.0007984031936127955,0.0043877143996808865,-0.002382843526608447,0.0003980891719745916,0.0007958615200955865,0.013121272365805181,-0.02394034536891676,0.011660635303578637,0.002782193958664525,-0.00039635354736422546,0.0003965107057890549,0.0,-0.00039635354736422546,0.0007930214115781098,0.0
106,Slovakia,Wind,Electricity capacity (MW),,,,inf,0.0,0.6666666666666667,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.6666666666666667,-0.4,0.33333333333333326,0.0,0.0
107,Slovakia,Solar,Electricity capacity (MW),,,,,,,,,,,inf,25.105263157894736,0.03427419354838701,0.03898635477582846,0.0,0.0,0.0,0.0
108,Slovenia,Hydropower,Electricity capacity (MW),,0.07473309608540935,0.04746136865342154,0.026343519494204326,0.0,0.005133470225872738,0.0306435137895813,0.008919722497522375,0.008840864440078589,0.04186952288218104,0.17196261682242997,-0.0007974481658692412,0.0007980845969672856,0.03588516746411474,-0.002309468822170868,-0.0007716049382715529,-0.001544401544401497,0.03503480278422266
109,Slovenia,Wind,Electricity capacity (MW),,,,,,,,,,,,,,inf,0.0,0.25,0.0,0.0
110,Slovenia,Solar,Electricity capacity (MW),,,,,,,,,inf,3.0,2.0,3.75,1.4912280701754388,0.31690140845070425,0.19251336898395732,0.06726457399103136,-0.021008403361344574,0.014592274678111528
111,Spain,Hydropower,Electricity capacity (MW),,0.004008908685968926,0.001996450754214729,-0.0013836617223821346,0.006872471318516871,0.0029173776627950954,0.005378704720087724,0.0029479200786111104,0.004300021772262186,0.0029266706411577026,0.0016211834639285883,0.0002697599136767259,0.0005393743257819938,0.034231805929919146,0.001980714099556913,0.04317744368724963,0.00014960355059101538,-0.0010969285999202771
112,Spain,Wind,Electricity capacity (MW),,0.5398912058023573,0.43979982337356494,0.21549785319975467,0.39899074852817495,0.19249729469760735,0.18189151038515838,0.264289370414605,0.11707152496626172,0.15832074901842352,0.07910930329578636,0.04040013531145803,0.05852570950810532,0.00741585852823734,0.0007404826204373549,-0.0013928182807398937,0.002615176742361447,-0.000652088857975075
113,Spain,Solar,Electricity capacity (MW),,0.33333333333333326,0.25,0.3500000000000001,0.37037037037037046,0.6216216216216217,2.0,3.166666666666667,3.5999999999999996,0.09275362318840585,0.2342175066312997,0.1822480120352461,0.20814397382294136,0.06605476978633762,0.0002822865208185199,0.009736136588119004,0.016349916154276167,0.0006874742197167105
114,Sweden,Hydropower,Electricity capacity (MW),,0.0026021180030257884,-0.020280057943022678,-0.005482996550024599,0.012513163600322175,0.0,-0.004588559192413633,0.022556853103872232,-0.012021398088597701,0.013080245786944111,0.0048042277203939054,-0.009263686349509914,-0.009832901007419959,0.004873888144267147,-0.030192797380865777,0.02081770442610642,0.008389981015371362,0.0017004737033887718
115,Sweden,Wind,Electricity capacity (MW),,0.4114832535885167,0.21016949152542375,0.11764705882352944,0.1328320802005012,0.09070796460176989,0.04665314401622722,0.375968992248062,0.14647887323943665,0.7788697788697789,0.39433701657458564,0.37147102526002973,0.3026363308053448,0.16273911838092592,0.21530758226037205,0.14577202275848533,0.10171232876712333,0.030618588747280073
116,Sweden,Solar,Electricity capacity (MW),,0.0,0.0,0.33333333333333326,0.0,0.0,0.25,0.19999999999999996,0.33333333333333326,0.125,0.22222222222222232,0.09090909090909083,1.0,0.7916666666666667,0.39534883720930236,0.7333333333333334,0.47115384615384626,0.522875816993464
117,Switzerland,Hydropower,Electricity capacity (MW),,0.003247979454641614,0.0009034783918084877,0.0011283285692793577,0.0006010970020287054,0.0028534955320267397,7.487832272556894e-05,0.008011380652890088,0.0008913317982619517,0.003413729128014742,0.014939723393240234,0.0033520367266632878,0.0023966882126515987,0.0010867990146354867,-0.005355721212998432,0.0052390307793057644,0.07173362287368801,0.019248953127110724
118,Switzerland,Wind,Electricity capacity (MW),,0.6666666666666667,0.0,0.0,0.8,0.33333333333333326,0.0,0.0,0.16666666666666674,0.2857142857142858,1.3333333333333335,0.09523809523809534,0.0652173913043479,0.22448979591836737,0.0,0.0,0.25,0.0
119,Switzerland,Solar,Electricity capacity (MW),,0.125,0.11111111111111116,0.10000000000000009,0.09090909090909083,0.16666666666666674,0.0714285714285714,0.2333333333333334,0.32432432432432434,0.6122448979591837,0.5822784810126582,0.784,0.9596412556053813,0.7299771167048055,0.4034391534391535,0.31385485391140433,0.19368723098995688,0.15618990384615383
120,United Kingdom,Hydropower,Electricity capacity (MW),,0.03369997659723856,-0.00882952230020373,-0.023755139333028752,0.0030416471689282965,0.0004665267086541025,-0.011191419911401268,0.005894836123555791,0.02367557430848577,0.002747881841080879,0.0027403516784654247,0.007287633796401627,0.0031652724395205833,0.0036060401171962297,0.00471592185043801,0.010505140813589664,0.012829020128290125,0.008517143481109324
121,United Kingdom,Wind,Electricity capacity (MW),,0.03640776699029136,0.25058548009367687,0.3895131086142323,0.2574123989218329,0.677384780278671,0.24920127795527147,0.26700767263427116,0.3916027452563584,0.2822744415433711,0.2264705882352942,0.21674967718133176,0.36901152213462707,0.24939091915836098,0.1588370856231165,0.09499770536943553,0.13278848840458224,0.2232225442436948
