country,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,Hydropower,Electricity capacity (MW),,0.0,0.0,0.0,0.0,0.0,0.0,0.0013764624913970016,0.0013745704467353905,0.0013726835964309454,0.010966415352981596,0.02237288135593229,0.07957559681697624,0.09398034398034394,-0.031443009545199296,0.04231884057971014,0.1184649610678532,0.0031327697662855147
Albania,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,,,
Albania,Solar,Electricity capacity (MW),,inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999998,0.3333333333333335,0.4999999999999998,0.16666666666666674,0.14285714285714302,0.125,0.22222222222222232,0.2727272727272725,0.14285714285714302
Austria,Hydropower,Electricity capacity (MW),,0.00232498062516151,-0.011683848797250821,0.003563977746870561,0.0028583802511910053,0.004664017965106293,0.001461485557083808,0.013820928835093229,0.038357324301439455,0.014922938921960284,0.02089024586212429,0.021564615142452448,0.007395993836671887,0.00558274701743655,0.010951403148528494,0.0043631986759948855,0.025316455696202445,0.03185769596026011
Austria,Wind,Electricity capacity (MW),,0.3400000000000001,0.6268656716417911,1.9541284403669723,0.8043478260869565,0.3390705679862307,0.2017994858611825,0.03529411764705892,0.02066115702479343,0.006072874493927127,-0.013078470824949728,0.1009174311926606,0.21851851851851856,0.25,0.2826747720364742,0.17962085308056874,0.09682603455202887,0.07179487179487176
Austria,Solar,Electricity capacity (MW),,0.3999999999999999,0.2857142857142858,1.5555555555555554,0.17391304347826098,0.11111111111111116,0.2,0.11111111111111116,0.2250000000000001,0.4489795918367348,1.1690140845070425,1.0584415584415583,0.1451104100946372,0.7245179063360883,0.2539936102236422,0.1936305732484076,0.16969050160085386,0.281021897810219
Belarus,Hydropower,Electricity capacity (MW),,0.019607843137255054,0.07692307692307687,0.0,0.026785714285714413,0.0260869565217392,0.008474576271186418,0.04201680672268915,0.040322580645161255,0.03100775193798455,0.03759398496240607,0.03623188405797095,1.2097902097902096,0.01582278481012667,0.02180685358255441,0.02134146341463428,1.1970149253731344,0.2961956521739133
Belarus,Wind,Electricity capacity (MW),,1.4,0.8333333333333335,0.0,0.0,0.0,0.0,0.7272727272727271,0.0,0.0,0.0,0.05263157894736836,0.0,0.0,0.5,13.4,0.5833333333333333,0.21052631578947345
Belarus,Solar,Electricity capacity (MW),,,,,,,,,,,,,,inf,7.0,2.25,2.8846153846153846,2.021782178217822
Belgium,Hydropower,Electricity capacity (MW),,0.00566171266808202,0.0,-0.0007037297677692234,0.0035211267605634866,-0.009122807017543866,0.0014164305949009304,0.0021216407355020284,0.0007057163020465218,-0.0007052186177715081,0.005645730416372618,0.00070175438596487,0.0007012622720896644,0.0014015416958654825,0.0013995801259623075,-0.006289308176100628,0.0021097046413502962,0.04280701754385974
Belgium,Wind,Electricity capacity (MW),,0.8571428571428572,0.1923076923076923,1.161290322580645,0.4328358208955223,0.7395833333333333,0.2694610778443114,0.3018867924528301,0.17391304347826098,0.8765432098765431,0.5,0.17214912280701755,0.28157156220767066,0.30781021897810223,0.07702182284980741,0.12763642016893814,0.03860294117647056,0.25530973451327443
Belgium,Solar,Electricity capacity (MW),,,inf,0.0,0.0,1.0,0.0,9.0,2.1,5.225806451612904,1.3419689119170983,0.5387168141592921,0.8554996405463695,0.13211933359163108,0.035934291581108724,0.031384208787578416,0.05701473414477909,0.08212121212121204
Bulgaria,Hydropower,Electricity capacity (MW),,-0.09308510638297872,0.1425219941348974,0.29106776180698146,0.1324055666003976,0.0,0.0,0.009831460674157407,0.037552155771905404,0.005697050938337833,0.015661446184605188,0.0196850393700787,0.023487773487773426,0.006916064130776389,0.004995316890415325,0.0,0.0012426219322771992,0.0
Bulgaria,Wind,Electricity capacity (MW),,,,,inf,7.0,2.375,0.11111111111111116,2.8,1.921052631578948,0.4654654654654655,0.10860655737704916,0.25138632162661745,0.00886262924667647,0.023426061493411414,0.0,0.0,0.0
Bulgaria,Solar,Electricity capacity (MW),,,,,,,,,,inf,11.5,5.16,5.5779220779220795,0.0069101678183614,0.00588235294117645,0.0029239766081872176,-0.0009718172983479434,0.0019455252918287864
Croatia,Hydropower,Electricity capacity (MW),,0.0,-0.006253006253006288,0.004840271055179146,0.0033718689788053697,-0.011041766682669207,0.0,0.007281553398058359,0.0,0.008192771084337247,0.02342256214149141,0.0,0.0,0.022886501634750145,0.00136986301369868,0.006839945280437743,-0.0013586956521739464,0.0
Croatia,Wind,Electricity capacity (MW),,,,,inf,0.0,1.8333333333333333,0.0,0.0,3.117647058823529,0.12857142857142856,0.6455696202531647,0.3846153846153846,0.4111111111111112,0.33464566929133865,0.23303834808259594,0.1555023923444976,0.11180124223602483
Croatia,Solar,Electricity capacity (MW),,,,,,,,,,,,inf,12.333333333333336,3.75,0.736842105263158,0.4545454545454546,0.16666666666666674,0.03571428571428581
Cyprus,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,
Cyprus,Wind,Electricity capacity (MW),,,,,,,,,,,inf,0.6341463414634145,0.09701492537313428,0.0,0.0,0.0748299319727892,0.0,0.0
Cyprus,Solar,Electricity capacity (MW),,,,,,inf,0.0,0.0,1.0,1.0,0.75,0.4285714285714286,0.7,1.0588235294117645,0.8285714285714285,0.1875,0.10526315789473696,0.2488095238095238
Denmark,Hydropower,Electricity capacity (MW),,0.10000000000000007,0.0,0.0,0.0,0.0,-0.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2222222222222222,0.2857142857142858,0.0
Denmark,Wind,Electricity capacity (MW),,0.0451882845188285,0.15772618094475588,0.07780082987551863,0.002566570420275971,0.0006399999999999737,0.002558362647905321,-0.003508771929824573,0.012483994878361049,0.1008536199810306,0.09190120620333132,0.03945291951604424,0.05339068825910931,0.15541676675474414,0.01600831600831598,0.03867403314917128,0.03349093774625689,0.052420892108272936
Denmark,Solar,Electricity capacity (MW),,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666667,0.3999999999999999,1.4285714285714284,22.64705882352941,0.4203980099502487,0.06304728546409799,0.2883031301482701,0.08823529411764698,0.06462984723854293
Estonia,Hydropower,Electricity capacity (MW),,0.0,0.5,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.3999999999999999,-0.1428571428571429,-0.16666666666666666,0.6000000000000001,0.0,-0.375,0.2,0.0,0.0
Estonia,Wind,Electricity capacity (MW),,,inf,2.0,1.3333333333333337,3.428571428571429,0.0,0.6129032258064515,0.54,0.35064935064935066,0.03846153846153855,0.6666666666666667,0.4777777777777778,-0.06766917293233088,0.1088709677419355,0.09090909090909084,0.03333333333333344,0.0
Estonia,Solar,Electricity capacity (MW),,,,,,,,,,inf,0.0,1.0,1.0,2.75,1.1999999999999995,0.9696969696969696,0.6923076923076923,0.0
Finland,Hydropower,Electricity capacity (MW),,0.01526717557251911,0.01298701298701288,0.0006747638326585204,0.011126095751854416,0.012004001333777879,0.008896210873146515,0.013063357282821595,0.006447453255963964,0.007367072389493856,0.0031796502384737746,0.012995245641838292,0.0,0.008760951188986343,0.0074441687344912735,0.00030788177339902134,0.0,0.011080332409972192
Finland,Wind,Electricity capacity (MW),,0.026315789473684292,0.10256410256410264,0.20930232558139528,0.5769230769230769,0.0,0.048780487804878085,0.2790697674418605,0.30000000000000004,0.02797202797202792,0.34013605442176864,0.01015228426395942,0.29145728643216073,0.7392996108949417,0.40268456375838935,0.6028708133971292,0.5572139303482586,0.2747603833865815
Finland,Solar,Electricity capacity (MW),,0.5,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,0.16666666666666674,0.0,0.1428571428571428,0.125,0.22222222222222232,0.3636363636363635,1.3333333333333337,0.4285714285714286
France,Hydropower,Electricity capacity (MW),,0.0009938777132860732,0.003931847968545289,-0.0018988844054118605,-0.004478795085215982,0.0005175777361945411,0.0004775169120572186,0.0005170630816959676,-0.001391373484396774,0.00350318471337574,0.008608378292605412,-0.002084562438544713,0.0007094434810026584,-0.00035447026388346625,-0.0026003703557779807,-0.0006320363420896369,0.008616941381082155,9.79738997530788e-05
France,Wind,Electricity capacity (MW),,0.736842105263158,1.0909090909090908,0.5797101449275361,0.6422018348623852,0.9273743016759776,1.046376811594203,0.5743626062322946,0.5308142150247412,0.3464590067587423,0.2902662592754255,0.1297361299052775,0.1254678844138344,0.0911267793002528,0.10558400390148748,0.12670930745478606,0.12234511108936096,0.1435423388854975
France,Solar,Electricity capacity (MW),,0.0,0.1428571428571428,0.125,0.22222222222222232,0.18181818181818188,0.15384615384615374,0.7333333333333334,2.0769230769230766,2.4625,2.7689530685920576,1.6695402298850577,0.4395407247936849,0.2285643070787637,0.1501318725907892,0.19156817780913732,0.08364174685418213,0.11953551912568305
Germany,Hydropower,Electricity capacity (MW),,-0.009699525566684186,0.020866602789311184,-0.010011471477734957,0.08637943748024868,0.05284592262193355,-0.0014735678762203275,-0.0008301051466519382,-0.0025846949136896225,0.04007403979639057,-0.0017796760989500227,0.01943305402032447,-0.015652325988107733,-0.0015101714488762186,-0.000533807829181443,0.014687555634680384,-0.008684972365996968,0.0006194690265486358
Germany,Wind,Electricity capacity (MW),,0.436259228876128,0.3709161526159471,0.19831680693275566,0.1417147625338988,0.11139533467324436,0.12198597106532215,0.08019927713197217,0.03065653825284853,0.1288935684829342,0.04550753925073847,0.06724157157194366,0.07895653385344104,0.08063526905322971,0.1534486363772143,0.15450354793598176,0.1124270973530732,0.12671398612679474
Germany,Solar,Electricity capacity (MW),,0.7105263157894737,0.3333333333333333,0.6730769230769231,1.5402298850574714,0.860633484162896,0.4100194552529184,0.4384270438082096,0.4676258992805755,0.7266339869281047,0.7040787356865714,0.4392736158160715,0.3148512559323995,0.0772955365789243,0.03238811255481998,0.035488126649076523,0.03748248184482095,0.041261420571765406
Greece,Hydropower,Electricity capacity (MW),,0.0013020833333332589,0.0006501950585175997,0.0003248862897986537,0.006495615459564785,0.0022587931590836163,0.009014810045073984,0.0051052967453733,0.00825396825396818,0.007871536523929471,0.0043736332396127064,0.0027993779160186967,0.0037220843672456367,0.0006180469715697522,0.04663372452130954,0.0008852168781352533,0.0,0.000589622641509413
Greece,Wind,Electricity capacity (MW),,0.1946902654867257,0.06296296296296289,0.29268292682926833,0.2668463611859839,0.044680851063829685,0.525458248472505,0.1295060080106809,0.20803782505910173,0.14579256360078285,0.10845431255337323,0.26348228043143296,0.0689024390243902,0.03194523673702232,0.09342177998894408,0.05712841253791701,0.13342898134863712,0.11898734177215188
Greece,Solar,Electricity capacity (MW),,inf,0.0,0.0,0.0,0.0,4.0,0.8,0.3333333333333333,2.833333333333333,3.391304347826087,2.0297029702970297,1.5098039215686274,0.6790364583333333,0.006591702210158923,0.0030816640986133237,0.0,0.0
Hungary,Hydropower,Electricity capacity (MW),,0.0,0.0,0.125,-0.09259259259259256,0.0,0.0,0.0,0.04081632653061229,0.03921568627450989,0.0,0.03773584905660377,0.01818181818181808,0.017857142857142794,0.0,0.0,0.0,0.0
Hungary,Wind,Electricity capacity (MW),,inf,0.0,2.0,0.0,4.666666666666667,0.9411764705882352,0.8484848484848484,1.1967213114754098,0.5149253731343284,0.4433497536945812,0.12969283276450505,-0.01812688821752262,0.012307692307692351,0.0,0.0,0.0,0.0
Hungary,Solar,Electricity capacity (MW),,,,,,,,,inf,0.0,1.0,1.0,2.0,1.9166666666666663,1.2000000000000002,1.1818181818181817,0.30952380952380953,0.3636363636363635
Iceland,Hydropower,Electricity capacity (MW),,0.042293233082706834,0.041478809738503264,0.0,0.006926406926407003,0.0,0.0,0.5116079105760962,0.06882821387940853,-0.0021287919105907878,0.004266666666666641,0.0005310674455656361,-0.00371549893842893,0.057005860415556775,0.0,0.0015120967741935054,0.0,0.0
Iceland,Wind,Electricity capacity (MW),,,,,,,,,,,,,,inf,0.5,0.0,0.0,0.0
