,countryID,country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
22,442,Luxembourg,33.927,34.571999999999996,36.546,39.235,40.536,37.574,38.247,38.586999999999996,39.925,40.669000000000004,40.87,40.562,40.985,42.18600000000001,44.736000000000004,45.849,50.183,51.826,55.756,60.637,63.18,67.831,68.175,70.069,71.73,74.86399999999999,74.831,77.97800000000001,81.554,87.35700000000001,93.505,94.98100000000001,97.825,98.619,101.164,103.001,106.54,113.212,109.37100000000001,102.249,104.772,104.94200000000001,102.12700000000001,103.463,107.15299999999999,108.19200000000001,109.78299999999999
23,470,Malta,3.5389999999999997,3.6260000000000003,3.8339999999999996,3.987,4.376,5.212999999999999,6.0729999999999995,6.775,7.482,8.207,8.716000000000001,8.926,9.045,8.904,8.901,9.046,9.314,9.613999999999999,10.335999999999999,11.088,11.687000000000001,12.314,12.783,13.243,13.872,14.624,15.042,15.690999999999999,16.35,16.983,18.002,17.999000000000002,18.436,18.816,18.815,19.442,19.711,20.409000000000002,21.0,20.387999999999998,21.005,21.188000000000002,21.615,22.476999999999997,24.18,25.764,27.075
24,492,Monaco,85.46700000000001,89.141,91.906,96.155,98.682,96.311,99.18299999999999,101.469,104.382,106.836,107.11200000000001,106.59700000000001,107.45100000000001,106.977,107.01899999999999,107.538,109.286,111.59899999999999,116.63,121.38799999999999,124.38600000000001,124.89399999999999,125.876,123.964,125.666,127.18299999999999,127.79899999999999,129.597,133.048,136.38299999999998,140.422,141.937,142.341,142.183,144.47299999999998,144.715,150.405,168.627,166.079,143.648,144.561,153.123,153.46,167.315,178.571,186.54,191.575
25,499,Montenegro,,,,,,,,,,,,,,,,,,,,,6.4879999999999995,5.78,4.4110000000000005,2.792,2.8280000000000003,3.2310000000000003,4.127,4.409,4.626,4.253,4.879,4.936,5.0280000000000005,5.147,5.3660000000000005,5.579,6.042999999999999,6.437,6.882999999999999,6.4670000000000005,6.627999999999999,6.829,6.6339999999999995,6.861000000000001,6.977,7.207999999999999,7.415
26,528,Netherlands,24.075,24.839000000000002,25.186,26.366,27.221999999999998,27.015,28.083000000000002,28.416999999999998,28.89,29.296999999999997,30.079,29.685,29.17,29.629,30.383000000000003,31.003,31.688000000000002,32.109,33.009,34.248000000000005,35.45,36.076,36.446,36.658,37.495,38.417,39.543,41.0,42.61,44.50899999999999,46.131,46.841,46.621,46.492,47.185,47.968999999999994,49.43600000000001,51.056999999999995,51.731,49.608000000000004,50.135,50.803999999999995,50.111000000000004,49.865,50.424,51.415,52.4
27,578,Norway,32.265,33.84,35.385999999999996,36.736999999999995,37.939,39.597,41.701,43.255,44.763999999999996,46.565,48.533,49.153,49.117,50.908,53.81100000000001,56.596000000000004,58.655,59.431999999999995,59.013000000000005,59.341,60.18600000000001,61.72,63.581,65.025,67.921,70.332,73.42699999999999,76.834,78.368,79.472,81.557,82.82,83.588,83.912,86.70100000000001,88.321,89.649,91.414,90.85700000000001,88.288,87.831,87.57799999999999,88.806,88.583,89.221,89.93799999999999,89.97
28,616,Poland,4.523,4.821000000000001,5.008,5.176,5.499,5.777,6.181,6.56,6.852,7.051,6.566,5.855,5.524,5.778,6.0520000000000005,6.227,6.4510000000000005,6.545,6.787999999999999,6.774,5.972,5.535,5.657,5.853,6.149,6.564,6.952000000000001,7.395,7.732,8.09,8.462,8.573,8.757,9.08,9.557,9.899,10.517000000000001,11.26,11.74,12.071,12.507,13.136,13.347999999999999,13.537,13.987,14.535,14.968
29,620,Portugal,8.749,9.277000000000001,9.919,10.884,10.847999999999999,10.227,10.78,11.229000000000001,11.399000000000001,11.907,12.338,12.448,12.65,12.585999999999999,12.325999999999999,12.662,13.189,14.048,15.122,16.109,16.737000000000002,17.432000000000002,17.56,17.123,17.205,17.86,18.408,19.146,19.987000000000002,20.683000000000003,21.378,21.701,21.775,21.482,21.785999999999998,21.875,22.143,22.63,22.629,21.936999999999998,22.371,22.018,21.218000000000004,21.086,21.389,21.889,22.326
30,642,Romania,2.31,2.5810000000000004,2.824,3.085,3.43,3.747,4.123,4.428,4.709,4.967,5.143,5.12,5.297999999999999,5.597,5.91,5.881,5.992000000000001,6.013999999999999,5.959,5.599,5.281000000000001,4.605,4.216,4.302,4.498,4.851,5.074,4.8660000000000005,4.802,4.819,4.97,5.2829999999999995,5.5889999999999995,5.932,6.468999999999999,6.789,7.401,7.987,8.752,8.214,8.219,8.366,8.471,8.815,9.129,9.535,10.044
31,688,Serbia,,,,,,,,,,,,,,,,,,,,,5.276,4.619,3.286,2.2640000000000002,2.307,2.4330000000000003,2.499,2.698,2.792,3.15,3.406,3.582,3.839,4.018,4.3919999999999995,4.65,4.897,5.206,5.5089999999999995,5.359,5.412000000000001,5.529,5.5,5.669,5.5920000000000005,5.662999999999999,5.852
32,703,Slovakia,,,,,,,,,,,,,,,,,,,,,9.646,8.211,7.641,7.76,8.217,8.677,9.247,9.797,10.182,10.157,10.277000000000001,10.616,11.095999999999998,11.698,12.314,13.145999999999999,14.259,15.799000000000001,16.687,15.777000000000001,16.561,17.01,17.269000000000002,17.500999999999998,17.957,18.625999999999998,19.227999999999998
33,705,Slovenia,,,,,,,,,,,,,,,,,,,,,15.380999999999998,14.002,13.253,13.662,14.427,15.050999999999998,15.599,16.406,16.945,17.835,18.575,19.124000000000002,19.858,20.416,21.278000000000002,22.076,23.237,24.73,25.406999999999996,23.301,23.476999999999997,23.534000000000002,22.828000000000003,22.506999999999998,23.125,23.601999999999997,24.309
34,724,Spain,13.477,13.946,14.911,15.887,16.587,16.491,16.849,17.143,17.219,17.067,17.3,17.152,17.258,17.47,17.702,18.044,18.573,19.553,20.505,21.451,22.214000000000002,22.723000000000003,22.869,22.563000000000002,23.028000000000002,23.588,24.147,24.962,25.932,26.93,28.101999999999997,28.881999999999998,29.294,29.754,30.201999999999998,30.835,31.631999999999998,32.34,32.273,30.799,30.598000000000003,30.214000000000002,29.362,28.96,29.47,30.563000000000002,31.598000000000003
35,752,Sweden,26.425,26.539,27.043000000000003,28.031,28.848000000000003,29.5,29.718000000000004,29.147,29.561999999999998,30.613000000000003,31.072,31.179000000000002,31.554000000000002,32.141999999999996,33.469,34.122,34.926,35.943000000000005,36.672,37.427,37.476,36.798,36.114000000000004,35.125,36.347,37.646,38.12,39.181999999999995,40.829,42.668,44.646,45.261,46.081,47.019,48.836000000000006,49.946000000000005,51.956,53.333,52.613,49.475,52.00899999999999,52.968,52.401,52.641000000000005,53.599,55.597,57.001999999999995
36,756,Switzerland,49.674,51.263999999999996,52.495,53.742,54.27,50.196999999999996,49.5,50.817,51.184,52.583999999999996,55.028999999999996,55.802,54.848,54.891000000000005,56.193000000000005,57.901,58.633,59.218,60.783,62.966,64.735,63.513000000000005,62.793,62.02,62.178999999999995,61.968,61.927,63.102,64.77600000000001,65.658,67.969,68.52199999999999,68.243,67.821,69.178,70.726,72.848,75.05199999999999,75.809,73.252,74.538,74.859,74.65899999999999,75.097,76.03,76.12899999999999,76.423
37,804,Ukraine,,,,,,,,,,,,,,,,,,,,,4.176,3.812,3.4360000000000004,2.9530000000000003,2.283,2.016,1.825,1.784,1.765,1.778,1.901,2.0869999999999997,2.218,2.449,2.759,2.864,3.0989999999999998,3.37,3.4610000000000003,2.949,2.97,3.147,3.1710000000000003,3.1860000000000004,2.9930000000000003,2.714,2.79
38,826,United Kingdom,17.942999999999998,18.51,19.257,20.469,19.934,19.619,20.177,20.664,21.531999999999996,22.338,21.884,21.711,22.14,23.06,23.561999999999998,24.516,25.234,26.509,27.956999999999997,28.595,28.724,28.334,28.363000000000003,29.000999999999998,30.043000000000003,30.695999999999998,31.379,32.54,33.446999999999996,34.404,35.542,36.323,37.091,38.176,38.88,39.816,40.448,40.989,40.36,38.272,38.561,38.811,39.118,39.679,40.655,41.367,41.858000000000004
