CountryID,country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
528,Netherlands,235329101377,244547583904,251269616916,261568374408,269827414651,278993561404,293753983232,305794959556,318799535562,325979557000,334274332332,328702999628,328028351018,333732803854,335764028516,343978173960,350105328654,356659477437,361792370624,371197570264,383958130758,394198496126,399390245631,404440713013,412462968675,423229094423,435906061247,451727345256,474460037921,496868373193,515175017347,529528331062,540968357932,545303869807,546734714725,552778967179,568295622409,581384343066,591528118927,593316093807,595649303813,595706254064,588482545517,584529896978,586064226420,593108237054,601454481012
578,Norway,78760462418,83450194695,86230299021,89691122879,92509368228,98047668137,103926350354,109704302821,110291346610,115270277993,118565404649,120216313559,122178380003,125041863152,128260018437,137027076184,142636685708,144100612447,141657811361,142655609624,145578518086,150518776032,156135095431,160442493975,164660348529,168878495050,177236538481,182585477959,188203269191,194830048581,201438361737,207022671198,213311736208,218679421812,227348989726,235344429935,244533225656,254760566331,259662385727,263279236619,271748297256,276868489204,284709573164,290985761743,297586175117,305097067917,310314646177
616,Poland,115194046846,123856380362,129688937189,135067342269,144524904010,152648159465,166225550796,177456767938,186392303360,192704744317,178759962602,172219298625,154122384306,161816715173,169337929338,174813730775,181880591810,186127736159,191002913967,188513656515,167419855271,179769469870,185677003184,194171202799,200393199350,208441908881,223091434839,237005090059,246897960421,259184205648,269655799309,276236921051,285819175471,291643237908,303723411154,310355247590,325747534699,342011070330,363180509748,376115136080,386739296256,394374357444,396364983850,399640689328,410772544270,422474173719,436715749677
620,Portugal,59537453292,66577138375,69655905137,77632777763,85962688587,86095914064,89553558269,91612469142,90730427417,91828940152,96190335966,99346253205,101903728491,101643132803,99262085593,101099839166,107135349087,112454289594,120568998745,125052066168,132460565674,139651352455,144416784773,145574500997,148121220060,149134586805,154171768673,159056231458,167347307257,175439986230,182194774057,185004215639,187989722911,188284322380,193263573780,196831521590,198984031584,203123095861,205467990098,203010055091,206079215006,198548673744,188659236069,186050031523,189127296784,193025294759,196407276045
642,Romania,29435953418,32741215842,36416756310,38625375212,42632452878,47628881200,52440349935,55086636947,60588306893,65527106538,62956375241,64769309811,64756844538,62768507952,64811355646,64815517253,64743327213,66054264464,67557912606,68894877123,75439068793,68691590473,65749477936,66777187271,70335495077,76218976652,79511642155,77409791797,78820357784,80766409736,81263211012,84984882474,87415650186,95006993762,103082719232,111824765830,121246552943,134764660611,144270003737,133685983456,133230623997,134141911425,135708996560,134680144349,140101335749,146918736647,157065918050
688,Serbia,,,,,,,,,,,,,,,,,,,,,43533563688,38539711134,27601261640,19206468767,19896465219,20609595795,21284672782,23749779646,24399314645,21986036428,23857363281,25221666063,26995571791,28345713823,31046193438,32653575588,34490188982,36386939569,38437722890,38249508549,38086929449,38443877612,37965664437,37714441383,37266729077,37296358318,37757030415
703,Slovakia,,,,,,,,,,,,,,,,,,,,,46773306009,34841767762,34237685097,35689615571,34781391218,36503928577,40033097262,42379260885,45026499297,44213213944,45345988884,47683192776,50141455684,51968675370,53525570754,56807860098,60653138438,64107389729,68053922968,68802311522,69308764812,68704890832,68128499985,68087616326,69674713885,71804748654,73520296843
705,Slovenia,,,,,,,,,,,,,,,,,,,,,21864669052,20081405023,19462944942,21679577939,22434501841,24074952543,24819881245,25641141552,26452759383,28023883869,28449268484,29163202078,29945565794,30917597180,31813973792,32553010254,33119344544,34837828835,35898614410,36363456881,36646458800,36569190003,35694223761,34420974500,34800964838,35591672135,36925773972
724,Spain,330469339725,346929044727,374122306507,402541199915,425500271877,435310013830,460552001676,469166380941,476714812153,485168669369,496347739079,495652096886,499998234220,504558287269,505513785096,519032312555,537994624632,573407894239,600100283813,636212835926,662197892183,685710649666,702596935944,696304766237,703226010450,716391783793,732027938924,752669094075,784378464407,820970987709,858084009823,890207925010,918631398266,945594031347,988553063010,1031743868954,1073684418211,1115930909517,1125921043190,1106742052639,1113168160101,1093044854912,1051167878029,1021279591325,1031790223810,1060385872245,1086333996192
752,Sweden,174773900922,176280171224,181665703510,186396819883,192484360568,199169716661,206846389568,207783635416,209486599640,216394085505,217256246679,221124986576,222954082198,220424571581,224568574419,229511402660,237593767680,245933004220,251099957635,255192374742,256919075577,261558381603,261593799299,257229245040,259056918412,260909843174,263551388254,267461191308,276786723689,285330295459,293596240688,295131441923,302261352112,307398067459,312495379539,318406979558,325687288134,334192011612,336252219758,339687518680,349775032550,355024407942,358222038566,364171238182,371137846803,381804477705,391721752812
756,Switzerland,200790973140,210684653687,221302880605,227295740866,226945347423,221566700540,224529989322,230378787173,235416574840,238333173779,243964993900,247012479752,247970077406,251431586043,254796093575,260385586377,266823903906,272719643779,278688671203,288254854243,293542889285,298936685476,300561285848,298993514970,303124590698,305586582548,309108404695,313396389920,319580074826,326033164449,331707898327,337397194597,339732244762,342133431878,347538913499,353183654731,357435918508,364902481214,370079762325,376036095407,382129754144,385623020016,394085721159,404212029654,409979346980,416891797238,423299044267
804,Ukraine,,,,,,,,,,,,,,,,,,,,,108735174234,103073333976,97148638296,79182638360,71188416468,68266868727,62777144760,61676302772,61442261241,58871846948,59972968732,65521087194,67427489550,73690417646,80127007593,92013041295,103178009967,117251476857,128924620764,112155560259,113107835786,126354616548,135810766590,143292924149,133882205514,111793610855,113370430344
826,United Kingdom,797575320750,822599912801,870320025420,913793637285,908604493072,923258169075,931797178803,925172931626,964621383480,998561290950,1002691217576,1004888308806,1015169260675,1050435298224,1071692947502,1100555367227,1155532562456,1201568862557,1271077370196,1307415990251,1324481368224,1313993409268,1331586665174,1373366904263,1413958204811,1441845578968,1484905923477,1540465189812,1598658866087,1669742586910,1741089890438,1807030914289,1878012603097,1945991433023,2014267856325,2072134179885,2106569984913,2153928428050,2154696502385,2109266747751,2122020749614,2111249286485,2143796082126,2173137371966,2221241215656,2268149017394,2322425797986
