Per Capita GDP at current prices in US Dollars (all countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CountryID,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
304,Greenland,1.489,1.853,2.178,2.838,3.406,4.204,4.774,5.589,7.047,8.312,9.363,8.502,7.764,7.925,7.127,7.661,11.063,14.293,16.161,16.596,18.087,17.983,18.338,16.386,17.787,21.379,21.167,18.936,20.285,19.927,18.765,19.032,20.417,24.827,28.523,29.081,31.924,35.996,40.653,40.983,40.724,44.477,42.654,44.021,45.247,39.384,40.469
308,Grenada,202,257,344,425,442,548,555,630,788,918,990,1.044,1.122,1.150,1.219,1.359,1.527,1.783,1.997,2.213,2.452,2.566,2.595,2.563,2.659,2.775,2.960,3.177,3.484,3.745,5.118,5.110,5.292,5.773,5.836,6.755,6.766,7.324,7.947,7.395,7.366,7.410,7.583,7.956,8.571,9.212,9.469
320,Guatemala,302,306,315,375,450,505,590,722,780,866,964,1.028,1.015,1.028,1.050,1.210,892,731,791,828,736,884,959,1.023,1.138,1.255,1.322,1.456,1.553,1.434,1.476,1.568,1.702,1.753,1.873,2.078,2.257,2.490,2.794,2.636,2.825,3.188,3.300,3.453,3.688,3.924,4.147
324,Guinea,182,199,211,224,256,287,325,332,378,401,443,479,507,520,532,560,573,590,629,617,647,647,658,617,614,668,677,645,577,549,485,454,446,512,530,420,427,622,675,636,635,615,677,726,744,725,684
624,Guinea-Bissau,395,384,440,531,574,652,583,499,576,627,586,627,502,492,523,462,500,529,489,576,603,626,644,659,677,703,462,350,313,332,292,300,316,361,393,425,419,481,584,545,546,688,604,622,595,573,618
328,Guyana,606,634,634,669,927,1.078,942,923,1.029,1.068,1.209,1.158,984,993,913,956,1.084,724,879,813,850,747,797,987,1.147,1.302,1.477,1.571,1.510,1.467,1.509,1.510,1.540,1.576,1.671,1.752,1.946,2.327,2.576,2.716,3.026,3.440,3.786,3.944,4.031,4.137,4.444
332,Haiti,93,100,101,125,149,176,223,235,237,257,323,323,328,353,386,417,455,389,384,393,436,414,286,240,277,345,373,400,455,486,429,404,364,315,401,448,518,625,660,660,671,737,760,804,819,780,705
340,Honduras,303,312,332,367,403,425,495,594,666,753,832,887,886,911,953,1.014,1.030,1.091,1.180,1.280,734,718,777,775,737,828,830,933,1.014,1.018,1.102,1.143,1.145,1.171,1.231,1.323,1.448,1.604,1.763,1.815,1.933,2.121,2.178,2.137,2.243,2.326,2.361
348,Hungary,614,667,780,963,1.052,1.195,1.379,1.531,1.781,2.048,2.362,2.424,2.476,2.257,2.199,2.237,2.589,2.857,3.072,3.124,3.573,3.353,3.738,3.873,4.165,4.486,4.516,4.587,4.744,4.797,4.629,5.280,6.659,8.413,10.288,11.207,11.465,13.952,15.814,13.113,13.187,14.223,12.954,13.739,14.278,12.559,12.900
352,Iceland,2.598,3.263,4.032,5.450,7.086,6.504,7.640,10.017,11.297,12.723,14.935,15.267,13.859,11.815,12.093,12.453,16.462,22.527,24.650,22.657,25.570,27.040,27.441,23.869,24.295,26.835,27.770,27.691,30.708,32.092,31.833,28.760,32.270,39.300,47.141,56.585,56.880,69.856,56.801,40.951,41.553,45.553,43.904,47.544,52.643,51.242,60.966
356,India,108,113,120,140,154,157,154,175,198,214,257,268,267,285,276,281,301,326,353,342,364,316,311,298,335,373,385,411,406,425,431,437,449,517,616,710,791,991,1.048,1.069,1.341,1.501,1.473,1.499,1.576,1.629,1.706
360,Indonesia,90,92,106,152,236,271,324,388,426,416,573,710,712,629,632,617,554,515,591,663,735,809,863,964,1.062,1.195,1.325,1.239,540,785,831,796,958,1.133,1.223,1.343,1.689,1.975,2.300,2.400,3.113,3.634,3.688,3.621,3.492,3.336,3.570
364,Iran (Islamic Republic of),385,469,570,876,1.453,1.594,2.026,2.313,2.168,2.426,2.473,2.552,3.037,3.618,3.642,1.611,1.494,1.712,1.740,1.662,1.714,1.832,1.883,2.021,1.915,1.888,2.039,1.864,1.770,1.814,1.688,1.811,2.207,2.255,2.730,3.216,3.739,4.857,5.660,5.651,6.586,7.981,7.887,6.967,5.662,4.958,5.299
368,Iraq,238,258,251,305,347,420,518,542,665,865,920,802,820,761,770,775,836,1.001,1.045,966,978,333,383,265,206,172,293,310,383,648,717,729,699,645,995,1.343,1.969,2.639,3.533,3.668,3.808,4.963,5.672,6.113,5.691,4.642,4.301
372,Ireland,1.492,1.709,2.087,2.433,2.525,2.982,2.923,3.422,4.387,5.408,6.339,5.959,6.134,5.887,5.668,5.974,8.050,9.508,10.595,11.013,13.831,13.938,15.602,14.554,15.762,18.958,20.620,22.311,24.018,26.000,25.944,27.916,32.179,40.567,46.958,50.237,53.928,61.369,61.260,51.728,47.969,51.263,48.219,51.130,55.075,61.832,64.497
376,Israel,2.114,2.170,2.760,3.433,4.519,4.346,4.458,4.720,4.555,5.749,6.404,6.667,7.157,7.846,7.239,6.717,8.194,9.687,11.639,11.348,13.074,14.507,15.676,15.190,16.665,18.813,20.036,20.372,20.117,19.890,22.006,21.324,19.404,19.980,20.938,21.576,22.792,25.815,30.411,28.539,31.459,34.567,33.419,37.398,38.837,37.088,38.788
380,Italy,2.110,2.303,2.665,3.199,3.615,4.102,4.028,4.597,5.602,6.976,8.431,7.588,7.508,7.769,7.665,7.905,11.185,14.067,15.562,16.206,20.610,21.732,23.009,18.547,19.137,20.449,22.873,21.668,22.157,21.835,19.928,20.212,21.912,26.993,30.745,31.503,32.880,37.141,40.180,36.636,35.578,38.091,34.701,35.706,36.112,30.794,31.279
388,Jamaica,925,998,1.195,1.206,1.474,1.750,1.790,1.937,1.558,1.415,1.536,1.681,1.827,1.974,1.275,1.114,1.332,1.581,1.837,2.097,2.177,1.930,1.713,2.186,2.170,2.592,2.886,3.247,3.365,3.373,3.389,3.435,3.606,3.477,3.729,4.097,4.322,4.612,4.914,4.322,4.692,5.103,5.210,5.006,4.856,4.940,4.879
392,Japan,2.016,2.245,2.930,3.924,4.298,4.615,5.129,6.250,8.701,8.980,9.333,10.236,9.446,10.232,10.806,11.491,16.936,20.428,24.683,24.602,25.218,28.639,31.098,35.529,38.925,43.118,38.165,34.788,31.720,35.827,38.323,33.694,32.174,34.713,37.556,37.054,35.274,35.137,39.190,40.690,44.341,47.916,48.302,40.181,37.833,34.224,38.640
400,Jordan,345,351,375,415,465,592,743,890,1.146,1.349,1.690,1.739,1.779,1.784,1.747,1.768,2.053,2.086,1.860,1.216,1.129,1.117,1.340,1.338,1.419,1.472,1.469,1.499,1.606,1.625,1.658,1.728,1.812,1.889,2.061,2.203,2.537,2.763,3.386,3.492,3.679,3.807,3.871,3.993,4.067,4.096,4.088
398,Kazakhstan,,,,,,,,,,,,,,,,,,,,,1.797,1.654,1.607,1.503,1.355,1.282,1.330,1.423,1.442,1.112,1.215,1.473,1.631,2.024,2.805,3.676,5.162,6.619,8.339,7.125,9.028,11.571,12.292,13.752,12.661,10.388,7.505
404,Kenya,224,239,259,295,339,358,368,458,522,577,646,587,544,487,486,464,527,560,578,547,541,494,473,318,393,491,488,517,540,480,460,461,454,501,527,597,697,839,917,920,967,987,1.155,1.229,1.335,1.350,1.455
296,Kiribati,395,412,514,829,1.480,1.405,1.034,960,1.101,1.035,565,657,639,595,642,468,442,501,628,587,552,643,643,621,715,720,847,838,805,834,885,760,844,1.060,1.131,1.215,1.152,1.358,1.413,1.297,1.493,1.683,1.746,1.685,1.611,1.487,1.518
412,Kosovo,,,,,,,,,,,,,,,,,,,,,2.731,2.030,1.486,1.098,1.093,2.351,1.531,1.448,1.325,923,860,1.319,1.527,1.800,1.985,2.074,2.190,2.662,3.251,3.242,3.354,3.809,3.703,4.033,4.214,3.668,3.811
414,Kuwait,3.847,4.844,5.204,5.949,13.477,11.724,12.045,12.221,12.628,19.043,20.907,17.498,14.281,13.203,13.106,12.333,9.751,11.513,10.148,11.595,8.797,5.411,10.365,13.480,14.940,16.487,19.300,17.694,14.129,15.392,18.392,16.540,17.789,22.071,26.920,35.490,42.721,45.792,55.566,37.591,38.497,48.273,51.257,48.402,43.003,28.980,27.229
417,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,597,562,492,423,342,327,395,376,343,257,278,308,322,383,439,485,553,733,977,878,884,1.126,1.181,1.291,1.293,1.139,1.100
418,Lao People's DR,44,48,50,56,62,70,75,77,83,87,102,127,141,149,161,170,177,173,171,197,212,245,273,300,339,382,394,360,260,289,339,337,347,391,455,512,616,768,947,985,1.171,1.380,1.589,1.839,2.018,2.159,2.339
428,Latvia,,,,,,,,,,,,,,,,,,,,,3.631,3.380,2.277,2.014,2.101,2.155,2.408,2.660,2.952,3.128,3.329,3.540,4.093,5.095,6.307,7.514,9.638,14.056,16.389,12.200,11.216,13.605,13.611,14.852,15.584,13.554,13.993
422,Lebanon,866,950,1.154,1.466,1.843,1.691,734,1.371,1.528,1.766,2.091,1.990,1.349,1.419,991,850,1.049,816,1.303,1.066,1.091,1.582,2.032,2.726,3.148,3.793,4.439,5.043,5.430,5.388,5.155,5.079,5.312,5.350,5.473,5.390,5.434,6.087,7.110,8.481,8.858,8.734,8.923,8.721,8.537,8.452,8.400
426,Lesotho,82,77,90,133,148,151,145,185,249,264,338,335,300,299,257,202,221,291,329,342,392,428,504,491,493,542,535,575,499,494,470,427,393,576,727,800,828,918,934,923,1.173,1.352,1.282,1.196,1.175,1.074,1.017
430,Liberia,223,229,242,275,328,383,385,419,446,498,495,549,549,527,506,491,480,507,546,571,284,262,171,124,102,101,113,177,200,225,224,213,224,170,203,217,242,270,301,303,327,378,415,452,468,593,598
434,Libya,1.865,2.190,2.511,3.293,5.527,5.160,6.432,7.262,6.894,9.149,11.861,9.988,9.437,8.796,7.723,7.715,6.088,5.510,6.056,6.250,7.007,7.572,7.837,6.935,6.338,5.717,6.212,6.487,5.754,6.378,7.183,6.261,3.964,4.672,5.836,7.846,9.365,10.497,15.748,11.246,13.121,6.553,16.322,10.624,4.960,5.993,6.826
438,Liechtenstein,5.202,5.927,6.925,9.138,10.799,12.193,13.470,15.384,20.932,24.642,26.476,23.187,23.707,23.833,23.482,24.995,36.642,45.683,51.739,51.088,61.080,65.233,68.926,67.207,73.953,87.414,86.768,80.515,84.764,89.717,82.533,81.849,87.413,98.957,110.433,116.095,126.061,144.079,158.130,139.290,156.127,175.052,165.123,173.527,179.318,168.177,164.437
440,Lithuania,,,,,,,,,,,,,,,,,,,,,2.775,2.704,2.183,1.881,1.744,1.848,2.327,2.827,3.162,3.109,3.295,3.527,4.144,5.507,6.698,7.817,9.144,12.187,14.899,11.815,11.886,14.132,14.113,15.483,16.394,14.157,14.707
442,Luxembourg,4.443,4.595,5.705,7.760,9.385,9.134,9.940,10.928,13.529,15.743,17.120,14.342,13.050,12.821,12.561,12.915,18.774,23.214,26.063,27.512,34.650,37.069,41.049,41.547,45.539,52.894,52.600,46.983,47.457,51.559,48.758,48.324,53.225,66.074,76.771,81.571,91.100,107.190,115.133,103.505,104.772,115.407,106.460,113.341,119.226,101.959,101.835
450,Madagascar,162,171,190,228,251,290,270,283,312,393,445,385,367,355,289,277,374,287,265,264,316,266,290,313,268,276,339,291,297,287,290,328,309,373,289,324,344,445,563,479,492,569,544,568,503,471,451
454,Malawi,126,154,171,161,193,209,222,259,295,307,363,353,326,331,313,281,279,273,286,327,336,379,338,370,218,250,294,303,300,291,277,265,291,260,274,280,298,320,373,421,459,512,355,315,349,366,294
458,Malaysia,358,384,445,661,800,767,886,1.027,1.247,1.576,1.775,1.769,1.852,2.048,2.234,2.000,1.729,1.947,2.071,2.215,2.441,2.652,3.111,3.431,3.727,4.334,4.797,4.645,3.264,3.493,4.045,3.915,4.167,4.464,4.955,5.594,6.223,7.269,8.514,7.327,9.071,10.405,10.780,10.882,11.184,9.644,9.508
462,Maldives,366,396,447,530,649,394,349,316,359,551,588,601,736,741,823,875,943,907,1.048,1.142,1.257,1.388,1.574,1.736,1.870,2.229,2.465,2.730,2.848,3.047,3.161,3.091,3.103,3.481,3.952,3.649,4.812,5.560,6.583,6.616,7.100,7.396,7.473,8.291,9.057,9.576,9.875
466,Mali,54,63,70,80,74,108,126,144,164,204,233,211,181,156,150,161,231,270,275,272,323,348,349,336,239,295,319,284,315,323,269,307,334,392,439,488,522,596,690,697,708,835,777,804,848,746,778
470,Malta,810,855,953,1.114,1.209,1.521,1.684,1.984,2.501,3.132,3.880,3.826,3.763,3.519,3.294,3.311,4.213,5.097,5.828,6.064,7.230,7.740,8.433,7.497,8.226,9.722,9.919,9.753,10.178,10.395,10.218,10.188,11.132,13.432,14.923,15.716,16.602,19.327,21.783,20.596,21.005,22.720,21.873,23.973,26.358,24.054,25.616
584,Marshall Islands,416,432,451,500,626,659,690,743,789,876,882,982,1.057,1.208,1.246,1.155,1.406,1.508,1.619,1.604,1.675,1.718,1.861,2.006,2.157,2.379,2.177,2.056,2.093,2.074,2.128,2.208,2.395,2.442,2.523,2.651,2.764,2.893,2.928,2.917,3.143,3.286,3.514,3.618,3.462,3.386,3.449
478,Mauritania,282,294,333,368,486,571,619,619,592,717,975,915,805,796,673,613,701,772,791,785,799,834,823,685,706,722,709,669,565,535,477,464,461,529,621,698,944,1.013,1.183,1.044,1.202,1.389,1.366,1.429,1.319,1.144,1.085
480,Mauritius,249,275,340,420,687,680,831,956,1.159,1.361,1.254,1.250,1.167,1.168,1.105,1.134,1.530,1.902,2.135,2.165,2.590,2.742,3.151,3.142,3.383,3.786,4.093,3.835,3.782,3.858,4.109,4.035,4.206,5.024,5.651,5.544,5.723,6.605,8.061,7.338,8.016,9.207,9.310,9.663,10.184,9.275,9.679
484,Mexico,850,908,1.013,1.201,1.516,1.799,1.766,1.584,1.935,2.472,3.343,4.192,2.849,2.389,2.759,2.839,1.952,2.074,2.491,2.975,3.437,4.033,4.571,5.527,5.715,3.829,4.295,5.144,5.328,5.984,6.959,7.342,7.399,6.904,7.311,8.089,8.860,9.413,9.766,7.792,9.016,9.913,9.941,10.401,10.581,9.291,8.444
583,Micronesia (FS of),343,372,427,593,782,775,771,759,834,906,933,1.075,1.088,1.106,1.079,1.262,1.353,1.380,1.492,1.536,1.639,1.780,1.865,1.988,2.015,2.063,2.019,1.905,2.029,2.046,2.171,2.239,2.257,2.293,2.257,2.360,2.397,2.442,2.516,2.693,2.862,3.001,3.151,3.048,3.057,3.018,3.144
492,Monaco,12.097,13.394,16.199,20.711,22.004,27.403,27.905,30.408,37.154,44.501,50.173,43.364,40.518,38.144,35.632,36.724,50.871,61.350,66.772,67.026,82.622,82.122,89.969,84.180,87.860,100.041,99.429,89.150,91.411,89.981,81.355,81.467,87.705,107.029,121.616,124.374,133.187,167.130,180.648,149.242,144.561,162.166,152.002,172.598,185.145,163.394,168.004
496,Mongolia,156,166,174,194,215,243,259,288,323,356,402,464,521,558,597,634,688,710,752,794,787,726,665,654,679,730,691,613,560,519,550,608,663,749,925,1.158,1.548,1.895,2.481,1.992,2.650,3.770,4.368,4.385,4.182,3.947,3.686
499,Montenegro,,,,,,,,,,,,,,,,,,,,,3.491,2.849,2.400,1.325,1.364,1.958,1.410,1.369,1.394,1.361,1.616,1.908,2.107,2.802,3.403,3.697,4.405,5.941,7.318,6.677,6.628,7.256,6.526,7.119,7.309,6.400,6.958
500,Montserrat,670,773,894,993,1.083,1.221,1.065,1.168,1.332,1.608,2.375,2.811,3.134,3.368,3.639,3.850,4.139,4.539,5.204,5.905,7.029,5.977,6.207,6.168,6.823,6.728,5.858,5.356,5.665,6.399,7.253,7.976,9.103,9.237,9.494,10.229,10.649,11.060,11.696,12.067,11.228,12.755,12.429,11.737,11.570,11.556,12.044
504,Morocco,290,304,358,430,517,593,618,696,814,956,1.104,875,862,760,679,670,864,935,1.082,1.098,1.219,1.290,1.295,1.199,1.336,1.430,1.567,1.410,1.493,1.464,1.348,1.358,1.439,1.754,1.983,2.049,2.234,2.531,2.928,2.904,2.876,3.085,2.948,3.158,3.208,2.907,2.937
508,Mozambique,395,430,470,540,551,556,492,484,492,504,484,455,467,426,476,443,457,268,229,246,266,240,166,167,165,163,217,253,284,302,278,256,263,284,336,369,386,422,503,464,419,527,595,606,623,528,379
104,Myanmar,102,102,92,117,137,124,134,135,147,165,177,174,174,175,177,177,132,127,115,122,128,129,143,154,167,180,192,204,132,144,158,164,220,208,213,246,284,371,523,661,826,1.145,1.197,1.208,1.277,1.193,1.242
516,Namibia,775,841,817,1.004,1.191,1.236,1.158,1.258,1.418,1.715,2.392,2.172,2.003,2.122,1.753,1.399,1.513,1.843,1.912,1.862,1.969,2.042,2.262,2.063,2.263,2.382,2.312,2.332,2.113,2.055,2.019,1.798,1.669,2.422,3.225,3.504,3.811,4.203,4.029,4.154,5.192,5.601,5.749,5.490,5.393,4.770,4.415
520,Nauru,2.363,2.544,2.942,3.743,4.793,4.752,4.771,4.722,5.064,5.163,5.597,5.886,5.502,5.186,5.008,4.043,3.991,4.335,4.921,5.091,5.379,4.872,4.468,3.787,3.722,3.496,3.365,3.075,2.389,2.448,2.164,1.894,1.891,2.385,2.728,2.600,2.521,2.311,4.177,5.454,6.234,8.413,11.510,9.407,10.307,7.955,9.119
524,Nepal,87,87,98,90,112,121,110,107,123,136,140,156,161,156,157,164,165,180,198,193,202,180,190,186,208,212,215,232,214,231,241,244,240,259,288,322,347,418,442,476,602,676,648,651,697,726,722
528,Netherlands,2.898,3.347,4.063,5.312,6.221,7.261,7.860,9.115,11.076,12.608,13.618,11.392,10.945,10.545,9.841,9.784,13.586,16.476,17.501,17.152,20.999,21.462,23.629,22.861,24.354,28.867,28.637,26.328,27.467,27.910,25.920,26.630,28.888,35.297,39.943,41.456,44.197,50.850,56.508,51.596,50.135,53.400,49.374,51.466,52.082,44.750,45.753
540,New Caledonia,3.592,3.977,4.430,4.521,5.123,6.269,5.950,6.093,6.031,7.336,8.147,6.611,6.048,5.432,5.177,5.480,7.588,9.255,12.679,13.126,14.898,15.297,16.470,15.522,16.314,19.024,18.477,17.741,17.417,17.482,16.026,15.181,16.837,21.795,25.709,26.801,29.492,36.681,37.045,35.041,37.266,40.595,37.099,38.344,39.411,34.094,34.641
554,New Zealand,2.305,2.765,3.296,4.250,4.688,4.485,4.473,4.870,5.902,6.697,7.425,7.956,7.867,7.740,7.384,7.376,9.206,11.616,13.884,13.280,13.372,12.719,12.007,12.805,14.783,17.184,18.694,18.469,15.111,15.693,14.108,13.846,15.776,20.862,25.107,27.742,26.664,32.439,31.152,28.065,33.543,38.128,39.437,42.232,44.004,38.492,40.233
558,Nicaragua,475,491,507,611,823,835,941,1.106,1.026,713,833,933,957,1.013,1.007,972,959,955,847,846,858,862,895,934,851,893,913,914,949,978,1.013,1.046,1.007,1.012,1.087,1.171,1.241,1.344,1.519,1.464,1.526,1.683,1.792,1.847,1.975,2.096,2.151
562,Niger,95,99,120,125,139,172,198,228,299,381,450,382,338,294,231,221,278,313,316,286,329,303,304,270,161,188,195,173,191,181,152,160,176,209,221,247,258,292,355,341,348,376,392,416,430,363,364
566,Nigeria,427,484,575,645,1.018,1.260,1.493,1.686,1.825,2.143,2.702,2.432,2.329,2.285,2.211,2.139,1.053,634,741,652,717,655,580,551,447,454,469,479,486,483,610,566,739,824,1.043,1.299,1.640,1.828,2.225,1.765,2.327,2.542,2.755,2.997,3.222,2.730,2.176
578,Norway,3.306,3.734,4.413,5.689,6.811,8.203,8.924,10.263,11.461,13.045,15.770,15.515,15.236,14.942,14.996,15.751,18.874,22.506,24.228,24.286,28.204,28.545,30.479,27.932,29.282,34.813,37.221,36.503,34.663,36.273,38.075,38.470,42.987,50.054,57.491,66.645,73.918,84.982,96.943,80.092,87.831,100.823,101.801,103.110,97.142,74.361,70.617
512,Oman,371,421,495,627,2.047,2.489,2.891,2.936,2.780,3.582,5.419,6.187,6.156,6.169,6.467,6.861,5.213,5.268,4.942,5.323,6.377,5.923,6.209,5.962,5.947,6.193,6.755,6.962,6.186,6.888,8.576,8.477,8.629,9.070,10.129,12.377,14.408,15.805,22.075,16.784,19.281,20.986,22.135,21.269,20.458,16.627,14.277
586,Pakistan,226,234,135,140,180,220,251,279,319,341,397,456,430,422,439,421,425,438,484,469,480,505,553,532,559,629,611,600,589,574,555,517,555,616,692,765,868,949,923,967,1.023,1.215,1.206,1.212,1.342,1.413,1.462
585,Palau,810,877,947,1.024,1.111,1.213,1.333,1.468,1.623,1.791,1.961,2.125,2.288,2.452,2.696,2.997,3.342,3.737,4.182,4.676,5.208,5.594,5.854,5.242,5.395,6.378,7.429,7.853,7.981,7.706,7.710,8.151,8.257,8.018,8.754,9.611,9.649,9.682,9.725,9.187,8.956,9.712,10.362,10.899,11.683,13.982,14.428
591,Panama,755,828,884,984,1.094,1.193,1.234,1.276,1.475,1.647,2.049,2.253,2.331,2.393,2.474,2.580,2.666,2.691,2.354,2.310,2.459,2.648,2.949,3.154,3.295,3.300,3.334,3.533,3.754,3.856,3.835,3.822,3.897,4.030,4.337,4.643,5.052,6.068,6.974,7.430,7.937,9.271,10.590,11.686,12.594,13.134,13.680
598,Papua New Guinea,432,470,548,808,891,802,840,899,1.063,1.189,1.284,1.225,1.129,1.094,1.054,970,1.042,1.205,1.367,1.293,1.145,1.313,1.450,1.608,1.676,1.486,1.541,1.435,1.069,950,944,806,781,929,1.019,1.158,1.284,1.424,1.702,1.663,1.998,2.470,2.862,2.785,2.863,2.691,2.436
600,Paraguay,212,232,262,331,433,479,525,630,751,976,1.236,1.519,1.535,1.656,1.319,1.094,1.265,1.031,1.335,940,1.104,1.277,1.285,1.338,1.492,1.694,1.797,1.781,1.555,1.405,1.338,1.192,1.148,1.175,1.409,1.507,1.810,2.312,3.060,2.600,3.228,3.988,3.856,4.480,4.713,4.109,4.039
604,Peru,437,474,512,597,733,871,809,711,594,739,959,1.143,1.135,860,881,743,1.080,1.730,1.478,1.626,1.334,1.542,1.578,1.494,1.891,2.220,2.262,2.342,2.202,1.964,1.997,1.982,2.060,2.181,2.449,2.755,3.172,3.612,4.211,4.167,5.022,5.772,6.388,6.583,6.491,6.030,6.049
608,Philippines,207,223,234,286,380,400,446,499,561,661,759,811,822,715,658,627,593,642,713,781,793,792,902,904,1.041,1.176,1.285,1.249,967,1.087,1.039,957,1.000,1.011,1.079,1.195,1.392,1.673,1.919,1.825,2.130,2.353,2.582,2.760,2.843,2.878,2.951
616,Poland,866,952,1.044,1.227,1.365,1.441,1.593,1.751,1.965,2.180,1.663,1.562,1.879,2.154,2.139,1.975,2.044,1.759,1.886,2.245,1.738,2.247,2.471,2.512,2.887,3.696,4.154,4.129,4.523,4.401,4.459,4.946,5.163,5.659,6.644,7.980,8.992,11.194,13.928,11.475,12.507,13.800,13.058,13.684,14.237,12.475,12.332
620,Portugal,932,1.052,1.271,1.685,1.926,2.098,2.174,2.261,2.446,2.741,3.355,3.239,3.076,2.736,2.528,2.716,3.881,4.833,5.659,6.091,7.910,8.948,10.751,9.450,9.868,11.639,12.032,11.439,12.070,12.360,11.430,11.688,12.853,15.730,17.970,18.674,19.675,22.592,24.598,22.863,22.371,23.048,20.447,21.474,21.930,19.141,19.750
630,Puerto Rico,1.884,2.085,2.303,2.506,2.704,2.835,3.048,3.310,3.664,4.117,4.592,5.009,5.200,5.302,5.822,6.106,6.552,7.062,7.678,8.221,8.822,9.219,9.790,10.335,11.005,11.721,12.362,13.043,14.551,15.490,16.479,18.469,19.133,20.035,21.270,22.286,23.242,23.903,25.065,25.866,26.470,27.071,27.468,27.774,27.833,28.076,28.636
634,Qatar,4.921,5.975,7.891,10.567,12.590,15.020,18.444,19.236,20.468,27.436,35.026,34.950,27.438,20.954,20.121,16.582,12.698,12.896,13.606,14.047,15.449,14.120,15.246,14.098,14.369,15.660,17.138,20.880,18.409,21.503,29.628,28.091,29.632,33.769,41.319,50.873,59.536,66.205,81.976,60.744,69.466,85.948,88.565,88.305,86.853,66.347,59.324
410,Republic of Korea,279,301,323,405,560,613,828,1.049,1.397,1.774,1.708,1.876,1.985,2.189,2.397,2.457,2.800,3.505,4.679,5.731,6.508,7.509,7.982,8.712,10.164,12.277,13.071,12.066,8.026,10.319,11.852,11.172,12.687,14.100,15.771,18.439,20.693,22.883,20.362,18.265,22.088,24.173,24.480,26.024,28.011,27.331,27.785
498,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,911,775,562,570,403,407,392,450,399,277,307,354,398,475,624,719,822,1.066,1.473,1.328,1.423,1.721,1.788,1.961,1.962,1.602,1.668
642,Romania,619,727,830,956,991,1.057,1.176,1.260,1.472,1.576,1.613,1.946,2.259,2.077,1.773,2.196,2.381,2.650,2.729,2.424,1.728,1.306,889,1.203,1.381,1.640,1.630,1.583,1.869,1.623,1.692,1.852,2.113,2.755,3.530,4.652,5.815,8.155,9.999,8.120,8.219,9.134,8.510,9.545,9.988,8.931,9.439
643,Russian Federation,,,,,,,,,,,,,,,,,,,,,3.869,3.786,3.305,3.087,2.752,2.694,2.648,2.740,1.838,1.333,1.774,2.103,2.379,2.976,4.102,5.320,6.907,9.079,11.608,8.544,10.652,14.182,15.131,15.534,13.939,9.218,8.655
646,Rwanda,61,71,77,93,119,139,150,170,199,236,258,280,271,276,285,296,318,339,350,348,337,257,286,294,190,208,218,275,273,239,216,201,196,213,237,287,342,405,501,539,563,617,678,689,707,712,711
659,Saint Kitts and Nevis,556,674,793,836,1.088,1.153,977,1.017,1.123,1.341,1.567,1.839,1.973,2.000,2.267,2.524,3.004,3.403,4.038,4.531,5.112,5.117,5.547,5.967,6.551,6.987,7.349,8.139,8.227,8.692,9.254,10.016,10.348,9.838,10.476,11.178,12.933,13.543,14.685,14.216,13.708,14.483,13.966,14.824,15.776,16.178,16.597
662,Saint Lucia,327,370,419,467,628,720,730,805,928,1.109,1.283,1.449,1.547,1.656,1.801,1.970,2.348,2.523,2.822,3.137,3.365,3.570,3.916,3.874,3.989,4.199,4.410,4.432,4.798,4.987,4.984,4.658,4.643,5.006,5.456,5.714,6.406,6.835,6.922,6.880,7.210,7.418,7.451,7.604,7.962,8.184,7.848
882,Samoa,281,328,377,494,553,549,496,570,624,705,720,673,686,629,611,532,560,618,734,675,688,681,712,709,1.174,1.151,1.287,1.394,1.301,1.321,1.323,1.363,1.495,1.810,2.152,2.414,2.488,3.530,3.579,3.145,3.648,4.195,4.229,4.218,4.286,3.995,4.214
674,San Marino,4.171,4.546,5.271,6.346,7.181,8.122,7.917,8.933,10.734,13.176,15.726,13.993,13.706,14.041,13.726,14.017,19.630,24.436,26.743,27.533,34.583,35.970,37.547,32.821,35.071,39.407,44.794,41.789,44.350,46.424,41.607,43.284,46.126,58.094,67.274,69.338,73.120,82.982,90.667,76.904,68.767,65.196,56.421,57.735,56.492,47.627,47.910
678,Sao Tome and Principe,477,467,508,674,682,692,583,535,581,675,818,819,774,712,730,759,1.045,1.027,860,840,996,879,759,985,1.008,780,998,667,515,541,523,510,559,649,693,811,844,894,1.126,1.100,1.130,1.304,1.381,1.620,1.824,1.615,1.715
682,Saudi Arabia,921,1.178,1.511,2.226,6.433,6.296,8.186,9.013,9.247,12.186,16.892,17.777,13.870,10.981,9.582,7.877,6.265,5.892,5.816,6.043,7.195,7.828,7.878,7.435,7.372,7.641,8.282,8.497,7.382,7.969,9.127,8.643,8.655,9.567,11.139,13.740,15.335,16.472,20.038,16.094,19.260,23.771,25.303,24.934,24.575,20.653,19.817
